mirth,5,4,5,4
sound,4,4,4,4
syrup,4,4,4,4
lodge,4,3,4,4
khaki,4,3,4,4
curry,3,4,3,3
shave,6,5,7,5
flown,4,4,4,4
equal,4,4,4,4
augur,4,4,4,4
cream,5,4,4,4
golem,4,4,3,3
token,4,4,3,3
glare,3,4,5,4
ardor,3,3,4,4
glass,4,4,4,4
creek,4,4,4,4
croak,3,3,3,3
gummy,4,4,4,4
joker,5,5,5,6
dairy,2,3,3,4
dusty,3,4,3,4
basic,2,3,3,3
skull,3,3,5,4
crone,4,3,3,3
sheep,3,3,3,3
bobby,4,4,4,4
slain,2,2,3,3
lynch,3,3,4,4
owing,4,4,4,4
strut,3,3,4,4
erode,4,4,5,4
dirge,2,2,3,3
mouse,5,3,4,4
wring,4,5,4,4
sugar,4,4,4,4
fluke,4,4,4,4
class,3,3,5,4
tweet,4,4,4,4
scoop,5,3,3,3
elect,3,3,3,3
crush,3,3,3,3
dumpy,4,4,3,3
shear,2,3,3,4
flick,3,4,4,4
musky,5,4,4,4
awake,6,5,5,4
clone,3,3,3,3
natal,5,3,3,3
ulcer,4,4,4,4
gross,4,4,4,4
outdo,4,4,4,4
hovel,4,4,4,4
empty,3,3,4,4
these,4,3,3,3
shelf,3,4,4,4
cater,3,4,3,3
lipid,3,3,3,3
dolly,3,4,3,4
patty,6,4,5,5
piece,4,4,3,3
gaily,4,3,4,4
teddy,4,4,4,4
welch,4,4,4,4
purse,4,3,3,3
crick,5,3,4,4
clove,4,4,3,3
bunny,4,4,4,4
retry,4,4,4,4
foyer,7,5,7,4
sprig,2,2,3,3
weigh,4,4,4,4
alpha,4,4,4,4
newly,4,4,4,4
clasp,4,4,4,4
flour,4,4,4,4
quill,4,4,4,4
pixie,6,4,4,4
smear,3,3,4,4
filly,3,4,3,4
smite,4,3,3,4
batty,3,4,3,3
itchy,3,3,3,3
aorta,4,4,4,4
reach,3,3,3,3
mayor,3,4,5,4
bongo,4,4,4,4
broom,5,5,5,4
havoc,5,3,3,3
mourn,4,3,3,3
caste,2,3,3,3
order,5,4,3,3
peace,4,3,3,3
blend,3,3,3,3
duvet,4,4,4,4
heist,3,3,4,4
minty,6,4,4,4
spent,3,3,3,3
maybe,4,3,4,4
niche,3,3,3,3
basin,4,3,3,3
bravo,4,4,4,4
manic,3,4,3,3
bused,3,3,3,3
thong,4,4,3,3
value,4,3,4,4
silly,4,4,4,4
relay,2,3,4,4
zesty,4,4,4,4
terse,4,3,3,3
hyper,5,5,5,4
bloom,3,3,4,4
mower,5,4,3,4
glint,2,4,4,4
tried,6,3,3,3
story,5,4,5,4
usurp,3,4,3,3
flack,3,4,5,4
linen,2,4,4,4
front,3,3,3,3
ladle,4,4,5,4
ashen,3,3,3,3
diner,2,4,3,4
avert,3,3,4,4
serif,3,3,3,3
jewel,3,3,4,4
girth,4,3,4,4
abhor,4,4,3,3
sperm,3,3,4,4
ounce,4,3,3,3
sinew,3,3,3,3
staff,3,4,4,4
depth,3,3,3,3
beech,3,3,3,3
axial,3,4,4,4
sloop,4,3,3,3
afire,2,2,3,3
still,3,3,4,4
coach,4,3,3,3
snoop,4,3,3,3
gnash,4,4,3,3
house,4,3,4,4
blimp,4,3,4,4
stamp,4,3,4,4
strip,3,3,3,3
spore,5,3,4,4
crass,3,3,4,4
creep,3,3,5,4
mammy,6,5,6,5
store,6,4,3,3
puffy,4,5,4,4
tough,5,4,4,4
adept,3,3,4,4
begin,3,4,4,4
alibi,3,3,3,3
anode,3,3,3,3
tepee,4,4,3,3
ethic,4,4,3,3
scrub,3,3,3,3
crane,3,4,3,3
frost,3,3,3,3
unfed,4,4,3,3
sever,3,3,4,4
opium,5,4,3,3
growl,5,4,3,3
blame,3,4,3,3
pulse,3,3,3,3
bound,3,3,4,5
while,4,3,5,4
forte,3,4,3,3
iliac,3,3,3,3
rogue,2,2,4,4
gonad,3,4,4,4
whine,4,3,4,4
waste,7,4,6,4
daddy,5,4,4,4
unset,4,4,3,3
shard,4,4,4,4
troop,4,4,3,3
cubic,3,3,4,4
octet,3,3,4,4
ralph,4,3,4,4
stove,5,4,4,4
froze,5,4,6,5
rapid,3,3,4,4
swirl,3,3,3,3
login,4,4,3,3
slant,3,3,3,3
scowl,3,4,4,4
rabid,2,3,4,4
plied,4,3,3,3
saucy,4,4,3,3
lurch,3,3,3,3
inane,3,3,3,3
bawdy,3,4,5,4
skunk,3,3,3,3
stand,5,3,3,3
baron,4,4,3,3
payer,5,3,6,4
caddy,4,4,4,4
wacky,4,4,4,4
doing,3,4,3,3
racer,2,3,4,4
optic,3,3,3,3
chafe,4,4,3,3
again,4,4,4,4
medic,4,4,4,4
shalt,3,3,4,4
every,3,3,4,5
fugue,3,3,4,4
cease,2,3,3,3
scoff,4,4,3,3
board,3,3,3,3
grunt,4,4,4,4
jetty,3,4,4,4
chair,3,3,3,3
shoal,3,3,3,3
gamer,4,3,4,4
quiet,3,4,4,4
mecca,4,4,4,4
wafer,5,4,4,4
spawn,4,3,3,3
fussy,3,3,5,4
retch,4,3,3,3
slime,3,4,4,4
thing,3,3,3,3
spunk,5,3,4,4
crock,4,3,3,3
begat,3,3,4,4
beefy,4,4,4,4
flyer,5,5,5,4
fruit,3,3,3,3
diary,3,3,3,3
swept,3,3,3,3
skirt,3,3,4,4
fewer,4,4,5,5
award,3,3,3,3
theme,3,4,4,4
hunch,4,4,4,4
regal,3,3,4,4
chief,3,3,3,3
petty,4,4,4,4
threw,3,3,3,3
awash,3,4,4,4
dally,4,4,4,4
inner,3,3,4,4
gumbo,4,4,4,4
folly,4,4,4,5
sheen,4,4,4,4
smith,4,3,4,4
ruddy,2,3,4,4
pause,3,3,4,4
mercy,4,4,3,3
dutch,4,4,4,4
teary,4,4,3,3
boney,3,3,3,4
sweep,4,4,4,4
junto,4,4,4,4
jelly,4,4,4,4
vocal,4,4,5,4
witch,4,4,6,4
boule,4,3,4,4
awful,3,4,4,4
slurp,3,3,3,3
plier,3,3,4,4
roach,3,3,3,3
print,2,3,3,3
brink,4,4,4,4
perky,5,5,6,4
start,4,4,5,4
aback,3,4,3,4
notch,3,3,3,3
phone,4,4,4,4
stare,6,3,3,3
flout,4,4,3,3
rodeo,4,3,4,4
amuse,4,3,4,4
evict,3,3,4,4
ditto,3,3,3,3
wooly,4,4,3,3
later,6,4,3,3
noisy,3,3,3,3
suite,5,4,5,4
forge,3,3,3,3
finer,3,4,4,4
erase,3,3,3,3
macaw,3,3,4,4
purer,5,5,4,4
minus,4,4,3,3
sissy,3,3,3,3
shame,5,4,5,4
egret,3,3,4,4
badly,4,4,3,4
budge,3,4,3,4
lunge,2,4,3,3
scram,3,4,4,4
liken,3,3,3,3
shaky,3,4,5,4
arose,2,2,3,3
cumin,4,4,3,3
tango,3,4,3,3
duchy,3,3,4,4
truss,3,3,3,3
brown,4,4,3,4
forty,4,4,4,4
merge,4,3,3,3
rusty,2,2,4,4
break,4,4,4,4
vicar,4,4,4,4
smelt,3,3,4,4
pride,4,3,3,4
yeast,5,3,5,4
seedy,3,3,4,4
birch,3,3,3,3
slide,5,4,3,3
louse,3,3,4,4
bless,3,3,3,3
soapy,4,4,3,3
agape,4,3,4,4
tepid,4,3,3,3
spilt,4,3,3,3
recut,4,4,3,3
winch,4,5,6,4
sadly,3,3,3,3
timid,4,4,4,4
patio,3,3,3,3
shirt,3,3,3,3
jumbo,5,5,4,4
steam,5,4,5,4
bitty,4,4,4,5
rebar,3,4,3,3
sulky,3,3,3,3
tally,6,4,3,3
quash,5,4,4,4
spiky,4,4,4,4
razor,4,4,5,5
shone,4,3,3,3
pushy,5,3,5,5
spoof,4,4,3,3
speak,4,3,3,3
until,3,3,3,3
paler,3,3,4,4
major,4,4,4,4
miser,2,2,3,4
amiss,2,2,3,3
swarm,6,4,4,4
spoon,4,4,3,3
light,3,3,3,3
boxer,6,5,6,5
myrrh,3,4,4,4
drove,4,4,4,4
march,4,3,3,3
query,4,4,4,4
boast,3,4,3,3
noble,4,3,3,3
ombre,4,4,4,4
tonga,3,4,3,3
truly,3,4,3,3
audio,3,3,3,3
expel,4,4,4,4
wheel,5,4,5,4
skulk,4,3,4,4
fetch,5,4,4,4
hydro,4,4,4,4
chaos,3,4,3,3
spray,3,3,4,4
rebel,3,4,4,4
power,6,5,4,5
bloke,4,4,4,4
lager,3,4,4,4
there,3,3,3,3
cloth,3,3,3,3
scuba,3,3,4,4
shore,3,3,3,4
phony,4,4,3,3
theta,3,3,3,3
lemon,4,4,3,3
lance,3,3,3,3
dowry,3,4,4,4
smoky,3,3,4,4
savor,3,3,3,3
quasi,2,2,3,3
stoic,2,3,3,3
latte,4,4,4,4
pizza,4,4,4,4
tease,4,3,3,3
wield,4,4,4,4
nylon,4,4,3,3
teeth,3,3,3,3
build,4,3,3,3
drier,3,4,4,4
gaunt,3,4,4,4
munch,3,3,5,4
stale,3,3,4,4
paint,3,3,4,4
corer,4,4,3,4
visit,3,3,4,4
latch,6,4,3,3
stuff,4,4,4,4
trout,4,4,3,3
plant,3,3,3,3
purge,4,3,4,4
thumb,3,3,3,3
fable,3,4,4,4
putty,6,5,3,3
igloo,3,3,3,3
debar,4,3,4,4
canny,4,3,4,4
nymph,3,3,4,4
fluff,4,4,4,4
brawl,5,3,3,3
irony,3,4,3,3
being,4,3,4,4
refit,3,3,4,4
totem,4,4,4,4
gland,5,5,4,4
biddy,4,4,4,4
throw,4,4,4,4
gourd,3,3,3,4
hence,4,4,4,4
abyss,3,3,3,3
micro,3,3,4,4
dopey,5,4,3,3
sally,3,4,4,4
roger,3,4,5,4
floor,4,4,3,3
solid,3,3,3,3
horny,4,3,3,3
mulch,2,2,4,4
stink,2,3,4,4
piety,4,4,4,4
quoth,3,3,4,4
decay,3,3,4,4
prism,4,3,4,4
droop,3,4,4,4
enact,3,3,3,3
patsy,4,3,4,4
pithy,4,4,4,4
guise,3,3,3,3
weave,4,5,5,4
wimpy,4,4,6,4
tulip,3,3,3,3
grout,3,3,4,4
flute,5,4,3,3
shuck,3,3,3,3
prime,5,3,4,4
nerdy,3,3,4,4
swing,5,4,5,4
stool,5,4,3,3
humid,4,4,4,4
vowel,4,4,5,4
roost,2,2,3,3
climb,4,3,5,4
tubal,3,3,3,3
carol,3,3,3,3
throb,3,3,3,4
bliss,3,3,3,3
fever,3,4,4,4
cigar,3,3,4,4
conch,4,4,3,3
shyly,4,4,3,4
karma,4,3,4,4
craft,4,4,3,3
spree,3,3,4,4
snipe,2,3,3,4
qualm,4,4,4,4
lying,3,3,4,4
gleam,3,4,4,4
align,2,3,3,3
gruff,4,4,3,3
midge,4,3,4,4
gloom,4,4,4,4
flunk,3,3,4,4
epoxy,4,4,4,4
abbot,3,3,3,3
taffy,5,4,4,4
ninja,3,3,3,3
armor,4,4,5,4
chump,3,3,3,3
krill,6,4,6,4
salvo,3,3,3,3
aglow,4,4,3,3
prize,6,4,5,4
ideal,3,3,4,4
barge,2,3,3,3
wordy,4,4,5,5
elegy,3,3,4,4
knelt,4,4,3,3
alert,2,3,3,3
minor,4,4,3,3
chick,3,3,3,3
lorry,4,4,4,4
pried,5,4,5,5
llama,4,4,4,4
caper,3,3,3,3
abide,3,3,3,3
party,2,3,3,3
swoon,4,4,4,4
bluff,4,4,3,3
repel,4,4,4,4
spike,4,4,4,4
bezel,4,4,4,5
drawn,3,4,4,4
short,2,3,4,4
motel,4,4,4,4
lunar,4,4,3,3
apply,4,4,4,4
swami,3,3,4,4
crier,3,3,4,4
field,3,4,3,4
hotel,3,3,3,3
puppy,5,5,5,5
grove,6,3,5,4
goody,3,3,3,3
peril,4,3,4,4
crack,4,4,3,3
swore,7,4,5,4
swung,4,4,4,4
river,4,4,5,5
loyal,4,4,3,3
plaid,3,4,4,4
guava,4,3,3,3
gusty,4,5,4,4
flaky,4,4,4,4
mafia,3,3,3,3
ionic,4,4,4,4
dodge,4,3,3,3
verve,4,4,4,4
whisk,4,3,3,3
rifle,3,3,3,3
elude,4,3,4,4
debug,3,3,3,3
guppy,4,4,4,4
mason,3,3,3,3
uncut,4,4,3,3
grown,6,4,6,4
tibia,3,4,3,3
genie,3,3,4,4
sneer,3,3,3,3
magma,4,4,4,5
vault,5,4,4,4
tangy,2,4,3,3
gouge,3,3,4,4
paste,5,4,5,4
place,4,3,3,3
basis,5,4,3,3
grill,3,5,5,4
wound,6,5,7,6
mount,4,4,4,4
guest,3,3,3,3
dingo,4,4,4,4
burnt,3,3,3,3
truth,6,4,4,4
ankle,5,4,4,4
spied,3,3,4,4
cheer,3,4,3,3
truce,3,4,3,3
eater,4,3,4,4
speed,3,3,4,4
water,7,4,4,4
beast,2,3,3,4
widen,4,4,4,4
rumba,3,3,4,4
saint,2,2,3,3
drake,3,4,4,4
stalk,2,3,3,3
angel,4,4,3,3
filet,3,3,3,3
rower,5,4,5,4
pooch,4,4,4,4
boozy,6,5,5,5
frill,5,4,4,4
stony,3,3,4,4
crazy,6,4,4,4
sheer,2,3,4,4
parer,4,4,4,5
goofy,4,4,4,4
botch,4,4,3,3
oddly,5,5,4,4
rivet,3,3,4,4
china,3,3,3,3
brawn,3,4,3,4
moult,4,4,4,4
ramen,3,3,3,3
imbue,3,4,3,3
weedy,4,4,4,4
stall,3,4,4,4
snore,4,4,3,3
wedge,4,4,5,4
idiot,3,3,3,3
fairy,3,3,4,4
tutor,4,4,5,4
ratio,3,3,3,3
flier,3,3,3,3
wrote,3,4,3,3
guild,3,3,4,4
pinch,4,4,5,5
amass,3,3,4,4
forum,3,3,4,4
amity,3,3,3,3
thick,3,3,3,3
aloof,3,4,3,3
dream,4,4,4,4
maker,5,4,6,5
crony,4,3,3,3
swift,4,4,4,4
spoke,4,4,4,4
icily,4,4,4,4
buggy,4,4,4,4
pique,5,4,4,4
muddy,3,3,4,4
match,7,4,6,4
arrow,4,3,4,4
above,3,4,4,4
snarl,5,3,3,3
dryly,3,3,3,3
filth,3,3,3,3
prank,5,4,5,5
twixt,4,4,4,4
posit,3,3,3,3
check,4,4,4,4
intro,3,3,3,3
bring,3,4,3,3
bloat,3,4,4,4
grape,4,4,4,4
omega,4,4,3,3
quote,4,3,3,3
tempo,4,4,3,3
assay,3,4,4,4
nadir,2,2,3,3
elbow,3,3,3,3
missy,2,3,4,4
bread,3,3,3,3
fight,3,5,4,4
murky,4,4,4,4
fancy,4,3,3,3
zebra,4,4,4,4
tight,6,5,3,3
briny,5,3,5,5
hound,3,3,4,4
quest,4,4,4,4
blank,4,4,4,4
tryst,4,3,4,4
salad,4,3,3,3
gooey,6,4,4,4
blush,3,3,3,4
slate,2,3,3,3
skier,2,2,3,3
haste,4,3,4,4
hotly,3,3,4,4
exist,2,2,3,3
recap,4,3,4,4
pesto,3,3,3,3
dance,3,3,3,3
penny,4,4,4,4
miner,5,4,5,4
bevel,3,3,3,4
ditty,4,4,3,5
udder,4,4,4,4
derby,4,4,4,4
essay,3,3,4,4
pinto,3,3,3,3
spasm,3,3,4,4
loopy,4,4,4,4
candy,3,4,3,3
masse,4,3,3,3
shall,4,4,3,3
torso,3,3,3,3
buddy,4,4,4,4
often,4,4,3,3
bathe,4,3,3,3
abuse,3,3,4,4
react,4,3,3,3
cheap,3,3,3,3
yearn,5,4,3,3
pitch,3,3,5,4
skimp,5,4,4,4
event,4,4,3,3
guide,3,3,3,3
staid,3,3,3,3
flock,5,4,5,4
drive,4,3,4,4
blood,4,4,3,3
venue,3,4,4,4
surge,3,3,4,4
write,3,4,3,3
evade,3,4,4,4
gauge,3,3,3,4
cause,3,3,3,3
shout,4,4,4,4
lusty,5,4,3,3
trial,4,3,3,3
teach,3,3,3,3
umbra,4,4,4,4
sleek,3,3,4,4
jaunt,5,5,6,4
inbox,3,3,3,3
bulky,4,4,4,4
sneak,3,3,3,3
demon,4,4,3,3
slink,3,3,4,4
bison,3,3,3,3
attic,4,3,3,3
valid,5,3,3,3
tawny,3,3,4,4
tamer,4,3,4,4
frail,3,3,3,3
sepia,2,2,3,3
rocky,3,3,4,4
yield,5,4,5,4
embed,3,3,4,4
usual,3,4,4,4
upset,3,3,4,4
rajah,3,3,4,4
vapor,3,4,4,4
prose,3,3,3,3
clink,4,4,4,4
exact,4,4,3,3
shunt,3,4,3,4
conic,4,4,3,3
circa,4,3,3,3
amber,3,3,4,4
tying,4,4,4,4
valve,4,3,4,4
unite,3,4,3,3
voila,3,3,3,3
polyp,4,4,4,4
freed,5,4,4,4
tonic,3,3,3,3
nasty,3,3,3,3
slung,3,3,3,3
humph,3,3,4,4
clank,4,3,4,4
madam,4,4,4,4
stein,3,3,3,3
black,3,3,3,4
round,3,3,4,4
plumb,3,3,4,4
avail,4,3,3,4
jumpy,4,4,4,4
libel,3,4,4,4
fatal,4,4,3,3
lapel,4,4,5,4
prick,4,3,5,4
wrong,5,4,4,4
suing,4,4,4,4
roast,2,2,3,3
tonal,4,3,3,3
sling,3,3,3,3
coast,4,4,3,3
stump,5,3,5,4
neigh,4,3,4,4
horde,5,4,4,4
night,5,4,4,4
fifty,5,5,4,5
super,4,3,4,4
nobly,4,4,4,4
extra,3,3,4,4
total,4,4,3,3
leafy,4,4,4,4
chase,3,3,4,4
sonar,4,3,3,3
madly,5,5,4,4
sense,4,4,3,3
taper,2,3,5,4
brain,4,3,3,4
amend,3,3,4,4
torus,3,3,4,4
musty,6,4,5,4
funny,5,5,4,4
shrew,3,3,4,4
cliff,4,4,4,4
doubt,4,4,4,4
adobe,3,4,4,4
lingo,4,4,3,3
since,3,3,3,3
tweed,3,3,4,4
eight,3,3,4,4
click,4,3,3,3
rotor,4,3,4,4
blast,3,3,3,3
modem,4,4,4,4
titan,3,3,3,3
comma,3,4,3,3
groan,3,4,3,3
edict,2,3,3,3
covey,4,4,3,3
crave,5,4,3,3
sweet,4,4,4,4
flirt,3,3,3,3
patch,4,4,7,4
molar,3,4,3,3
harry,4,4,5,4
croup,3,3,3,3
pouty,4,4,4,4
prove,5,4,3,4
storm,4,4,4,4
basal,3,3,3,3
amble,3,3,4,4
hinge,3,4,4,4
study,3,3,3,4
pulpy,4,4,4,4
dully,4,4,4,4
breed,3,4,3,4
gavel,3,4,4,4
crash,3,3,3,3
meant,3,3,4,4
raven,4,3,4,4
salty,4,3,3,3
baker,4,4,5,4
occur,3,3,3,3
eagle,3,3,3,4
piggy,4,4,4,4
dilly,5,5,5,5
spade,3,4,4,4
moral,4,4,3,3
aunty,3,3,3,3
flung,4,4,3,3
thief,3,3,3,3
donut,4,4,3,3
third,3,3,3,3
float,2,4,4,4
adorn,2,3,3,3
plate,3,3,4,4
slush,3,3,4,4
burly,3,4,4,4
merry,3,4,6,4
turbo,4,4,3,3
slick,3,3,3,3
twine,4,3,3,3
halve,3,3,3,3
hater,5,4,4,4
snuck,3,3,3,3
rigor,3,3,3,3
enter,3,3,3,3
never,5,4,3,3
erect,3,3,3,3
media,3,3,3,3
locus,5,3,3,3
stuck,3,4,3,3
cacti,3,3,3,3
shove,4,3,4,4
spout,5,3,4,4
stake,4,4,4,4
flume,3,4,3,3
bossy,3,3,3,3
lover,5,4,3,3
spine,3,3,4,4
waver,6,5,5,5
spire,3,3,4,4
opera,3,4,3,3
brass,3,3,3,3
fanny,4,3,4,4
shirk,2,2,3,3
mania,3,3,3,3
alien,2,2,3,3
tiger,4,4,3,3
endow,4,4,4,4
train,3,4,3,3
fatty,5,4,4,4
usage,3,4,4,4
force,4,3,3,3
affix,3,4,4,4
stick,3,3,3,3
roomy,4,3,5,4
cover,5,5,4,4
drama,4,4,4,4
skate,3,3,3,3
donor,3,3,3,3
octal,3,3,3,3
waive,3,3,4,4
cough,3,3,4,4
ridge,2,2,4,4
geeky,4,4,4,4
bleed,3,3,4,4
drunk,3,3,3,3
knife,4,4,3,3
which,4,4,4,4
scour,3,3,3,3
audit,3,3,4,4
lumpy,3,3,4,4
alike,2,3,3,3
arson,3,3,3,3
swish,3,3,4,4
rainy,2,2,3,3
sushi,4,3,4,4
green,4,4,3,3
raise,1,1,3,3
parka,3,4,4,4
honey,4,4,4,4
snack,4,3,3,3
tenet,3,3,3,3
shied,2,2,3,3
nutty,5,4,3,3
image,2,2,3,3
kneel,4,4,4,4
liner,4,3,3,3
prawn,4,4,5,4
taint,4,4,3,3
guard,4,3,4,4
among,4,4,4,4
brief,3,3,4,4
large,3,3,3,3
worse,4,4,4,4
tweak,3,3,4,4
shack,4,3,3,3
cocoa,4,4,3,3
fluid,3,3,4,4
slice,4,4,3,3
toddy,5,5,4,4
enjoy,3,3,3,3
spool,4,3,4,4
reuse,2,2,4,4
mambo,4,3,3,3
idler,3,3,4,4
mange,4,4,3,3
lofty,5,5,4,4
knave,4,3,3,3
flame,5,4,4,4
metro,3,3,4,4
lucky,3,3,4,4
bonus,3,3,3,3
siren,3,3,3,3
stork,3,4,3,4
offal,3,4,4,4
color,3,3,3,3
favor,4,4,3,4
abled,4,4,3,3
undue,3,5,4,4
moldy,3,3,4,4
ahead,3,3,3,3
fecal,4,4,4,4
sport,4,4,5,4
crank,3,4,3,3
level,4,4,4,5
belly,4,4,3,3
clang,5,4,3,3
frank,4,4,4,4
juice,4,3,3,3
tribe,3,3,3,4
fishy,3,3,4,4
quilt,4,4,5,4
white,4,3,4,4
saner,3,3,3,3
anger,4,4,3,3
sooth,4,4,4,4
touch,5,4,3,3
lumen,4,4,3,3
range,2,2,3,3
spite,5,3,4,4
sedan,3,4,3,3
began,3,3,3,3
actor,4,3,3,3
dwarf,4,3,4,4
entry,3,3,4,4
kiosk,3,3,3,3
pesky,3,3,4,4
papal,4,4,5,4
lasso,3,3,3,3
swoop,4,5,4,4
smack,4,4,4,4
mogul,3,3,4,4
demur,4,4,4,4
badge,3,3,4,4
shape,4,4,6,4
onion,3,3,3,3
knead,4,4,4,4
shire,2,2,3,3
thyme,4,4,4,4
music,3,3,4,4
flake,4,4,5,5
trawl,5,4,3,3
think,3,4,4,4
seven,4,4,4,4
medal,4,4,3,3
plush,4,4,5,4
kneed,4,4,4,4
grime,5,4,5,4
cache,3,3,3,3
foggy,4,4,4,4
riper,2,3,6,4
grief,4,4,5,4
booby,4,5,4,4
foray,5,5,4,4
shorn,3,3,3,3
belie,3,3,3,3
hedge,3,3,4,4
dross,3,3,3,3
posse,4,4,5,4
naive,2,2,3,3
chock,3,3,3,4
groom,5,4,4,4
bunch,3,4,3,4
taste,6,4,3,3
aroma,3,3,3,3
decoy,3,3,3,3
hover,4,6,5,5
moron,4,4,3,3
steal,4,3,3,3
clued,3,3,3,3
flask,5,4,4,4
tipsy,4,3,3,3
trunk,5,3,3,3
glide,4,4,4,4
gloat,4,4,5,4
revel,5,4,5,4
horse,3,3,3,3
loser,3,3,3,3
femur,3,3,4,4
agora,4,4,4,4
mocha,4,3,4,4
lunch,3,3,3,3
mural,4,4,4,4
bilge,3,3,4,4
fault,4,3,4,4
fiery,3,3,4,4
flush,3,3,4,4
mouth,3,3,4,4
troll,4,4,3,3
unmet,4,4,4,4
churn,3,3,3,3
ledge,3,4,4,4
extol,3,3,3,3
fiber,4,4,4,4
vital,3,3,4,4
blind,3,3,3,3
swamp,3,4,4,4
point,4,4,4,4
ruder,3,3,4,4
chose,3,3,3,3
meter,3,3,5,4
sleep,3,3,4,4
outer,4,4,4,4
inlet,3,3,3,3
local,3,4,4,4
found,4,5,5,5
trace,4,3,3,3
drain,4,3,4,4
trait,4,4,3,3
queue,4,4,4,4
swine,4,4,5,4
fresh,3,3,4,4
hilly,6,5,6,5
elder,3,3,4,4
fetus,4,4,4,4
agile,3,3,4,4
spook,4,3,4,4
organ,3,4,4,4
cower,3,4,5,4
ester,3,3,3,3
stock,3,4,3,3
gauze,4,4,4,4
ennui,3,3,3,4
adopt,4,3,4,4
aisle,2,2,3,3
limit,4,4,4,4
foamy,3,4,4,4
scold,4,3,3,3
tower,4,4,3,3
nosey,4,4,3,3
error,3,3,3,3
haunt,4,4,5,4
maple,5,4,6,4
boost,3,3,3,3
trade,4,3,3,3
rival,2,2,3,3
snail,3,3,3,3
marsh,3,3,4,4
idiom,4,4,3,3
peach,4,4,4,4
rerun,3,4,3,3
wheat,3,3,4,4
index,3,3,4,4
drink,4,3,4,4
cling,3,3,3,3
alley,3,3,4,4
chant,4,3,3,3
sunny,3,3,4,4
flair,3,3,4,4
civic,4,4,3,3
condo,3,3,3,3
